model,fund_number,fund_name,column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11
SB,17,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SB,18,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SB,19,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SB,20,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SB,21,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SB,22,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SB,23,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SB,24,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SB,25,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SB,26,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SB,27,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SB,28,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SB,29,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SB,30,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SB,31,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SB,32,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SB,33,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SB,34,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SB,35,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SB,36,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SB,37,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SB,38,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SB,39,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UVL,1,Aandelen_Fund,0.0,0.0,0.0,0.0039,0.0,0.0,0.00203,0.0,0.0,0.0,0.0
UVL,2,Rente_Fund,0.0,0.0,0.0,0.0039,0.0,0.0,0.001412,0.0,0.0,0.0,0.0
UVL,3,Mix_Fund,0.0,0.0,0.0,0.0051,0.0,0.0,0.001761375,0.0,0.0,0.0,0.0
UVL,4,Vastgoed_Fund,0.0,0.0,0.0,0.0051,0.0,0.0,0.00203,0.0,0.0,0.0,0.0
UVL,5,Deposito_Fund,0.0,0.0,0.0,0.0015,0.0,0.0,0.001412,0.0,0.0,0.0,0.0
UVL,6,IndexPlus_Fund,0.0,0.0,0.0,0.0027,0.0,0.0,0.00203,0.0,0.0,0.0,0.0
UVL,7,Emerging_Markets_Fund,0.0,0.0,0.0,0.0063,0.0,0.0,0.00203,0.0,0.0,0.0,0.0
UVL,8,GarantiePlus,0.0,0.0,0.0,0.0015,0.0,0.0,0.001412,0.0,0.0,0.0,0.0
UVL,9,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UVL,10,Levensloop_HR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UVL,11,Equity_Holland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UVL,12,-,0.0,0.0,0.0,0.0027,0.0,0.0,0.00203,0.0,0.0,0.0,0.0
